country,date_posted,title,url,bdesc,crawl_time
Hong Kong,14 hours ago,Need truck electrical stacker in best price,https://www.tradewheel.com/buyers/need-truck-electrical-stacker-in-best-price/913022/,"I’m sourcing Truck electrical stacker for warehouse operations, focusing on load capacity, battery life, and durability. Supplier support and available stock matter. Suppliers may contact.",2025-12-15 16:28:56
Pakistan,14 hours ago,Need Ginger in bulk,https://www.tradewheel.com/buyers/need-ginger-in-bulk/913021/,"Looking for Ginger for food processing and retail, preferring fresh, clean, and uniform quality. Proper packaging and bulk supply matter. Farmers or distributors may respond.",2025-12-15 16:28:56
Nigeria,14 hours ago,Need aloe vera gel in bulk,https://www.tradewheel.com/buyers/need-aloe-vera-gel-in-bulk/913020/,"I need aloe vera gel for cosmetic and retail use, focusing on purity, natural ingredients, and safe packaging. Shelf life and batch consistency matter. Suppliers may contact.",2025-12-15 16:28:56
Vietnam,14 hours ago,Importing Frozen Meat- need quotes,https://www.tradewheel.com/buyers/importing-frozen-meat-need-quotes/913019/,"I’m sourcing frozen meat for retail and food processing, focusing on freshness, proper freezing, and hygienic packaging. Quality and bulk supply matter. Suppliers may respond.",2025-12-15 16:28:56
South Korea,14 hours ago,Importing Sensors- need quotes,https://www.tradewheel.com/buyers/importing-sensors-need-quotes/913018/,"I need sensor units for industrial and electronics projects, requiring accuracy, reliability, and certified quality. Supplier support and batch consistency matter. Suppliers may contact.",2025-12-15 16:28:56
Finland,14 hours ago,Importing Mixer Parts- need quotes,https://www.tradewheel.com/buyers/importing-mixer-parts-need-quotes/913017/,"Looking for mixer parts for industrial and kitchen machines, focusing on durable materials and proper fit. Availability and compatibility matter. Suppliers may respond.",2025-12-15 16:28:56
USA,14 hours ago,Importing Botox- need quotes,https://www.tradewheel.com/buyers/importing-botox-need-quotes/913016/,"I’m sourcing botox products for aesthetic clinics: Type: injectable Active ingredient: botulinum toxin Packaging: vials or prefilled syringes Certification: medical grade, ISO/CE Quantity: bulk order",2025-12-15 16:28:56
India,14 hours ago,Importing Copper Scrap in best price,https://www.tradewheel.com/buyers/importing-copper-scrap-in-best-price/913015/,"I require copper scrap for recycling: Type: clean or mixed Form: wire, sheet, or chunky Purity: ≥95% Packaging: bulk or container Quantity: 5 tons",2025-12-15 16:28:56
Philippines,14 hours ago,Importing Mini Tractor- need quotes,https://www.tradewheel.com/buyers/importing-mini-tractor-need-quotes/913014/,"I’m looking for mini tractors for small-scale farming: Engine: 20–40 hp Fuel: diesel Drive: 2WD or 4WD Attachments: plough, tiller, or loader Quantity: 5 units",2025-12-15 16:28:56
India,14 hours ago,Would like to order Saddle Pads,https://www.tradewheel.com/buyers/would-like-to-order-saddle-pads/913013/,I require saddle pads for equestrian use: Material: cotton or wool Size: standard or custom Type: western or English saddle Color: assorted Quantity: 200 pcs,2025-12-15 16:28:56
USA,14 hours ago,Would like to order kids hair shampoo,https://www.tradewheel.com/buyers/would-like-to-order-kids-hair-shampoo/913012/,"I need kids hair shampoo for retail, focusing on safe ingredients, gentle formula, and proper packaging. Shelf life and bulk supply matter. Suppliers may contact.",2025-12-15 16:28:56
Poland,14 hours ago,Importing Hair Rollers- need quotes,https://www.tradewheel.com/buyers/importing-hair-rollers-need-quotes/913011/,"I require hair rollers for retail or salon use: Material: plastic or silicone Size: small, medium, large Type: heated or non-heated Color: assorted Quantity: 500 pcs",2025-12-15 16:28:56
China,14 hours ago,Importing Sports goods- need quotes,https://www.tradewheel.com/buyers/importing-sports-goods-need-quotes/913010/,"Hi, I am looking to buy sports goods in bulk for retail purposes. Suppliers with quality stock may connect. Kind regards.",2025-12-15 16:28:56
United Kingdom,14 hours ago,Looking for EN590 diesel fuel for upcoming bulk supply,https://www.tradewheel.com/buyers/looking-for-en590-diesel-fuel-for-upcoming-bulk/913009/,"I need en590 diesel fuel for industrial use, preferring verified quality and bulk availability. Delivery logistics and certification matter. Suppliers may contact.",2025-12-15 16:28:56
Singapore,14 hours ago,Requesting concrete machine for commercial building operations,https://www.tradewheel.com/buyers/requesting-concrete-machine-for-commercial-building-operations/913008/,"Looking for concrete machine units for construction, needing strong performance, proper mixing capacity, and durability. Motor quality and maintenance support matter. Suppliers may respond.",2025-12-15 16:28:56
